CountyFIPS,Marc_CountyID1,FIPS,LocalityName,Population2023,OUD_Deaths2023,OUDCases_2023,Labor_Fatal,Labor_OUD,Labor_Incarceration,Labor_Total,Labor_PerCapita,Health_ED,Health_Hosp,Health_AmbulanceNalax,Health_Indirect,Health_Total,Health_PerCapita,Crime_Total,Crime_PerCapita,ChildFamily _Assistance,ChildFamily_K12Ed,ChildFamily_Total,ChildFamily_PerCapita,Total_Total,Total_PerCapita,HouseholdSector_Total,FedGovtSector_Total,StateLocalSector_Total,MedianAgeYrs,MedianHHIncome,PovertyPct,Hlth_Dist_Name,Hlth_Region_Name,CooperCtrRegionName,Category name,Category description,Urban_Rural,Metro_NonMetro,HHMI_State,HHMI_Quartile,PovertyRate_State,PovertyRate_Quartile,HHMI_quartileProse
51177,177,us-va-177,Spotsylvania County                               ,"149,614",29,"1,873","$38,550,771.00","$14,636,195.00","$641,277.00","$53,828,243.00",$360.00,"$383,873.00","$2,256,385.00","$176,382.00","$10,331,896.00","$13,148,536.00",$88.00,"$809,408.00",$5.00,"$5,734,655.00","$2,319,647.00"," $	8,054,302 ",$59.00,"$75,840,489.00",$507.00,"$42,572,034.00","$24,311,081.00","$8,957,374.00",38.2,98973,7.11,Rappahannock,Northwest,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51179,179,us-va-179,Stafford County                                   ,"165,821",22,"1,471","$33,023,110.00","$12,537,562.00","$3,737,727.00","$49,298,398.00",$297.00,"$227,253.00","$1,335,780.00","$104,418.00","$7,444,639.00","$9,112,090.00",$55.00,"$4,327,220.00",$26.00,"$5,519,606.00","$1,822,579.00"," $	7,342,185 ",$70.00,"$70,079,894.00",$423.00,"$38,335,121.00","$21,434,618.00","$10,310,156.00",35.9,119818,5.11,Rappahannock,Northwest,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51181,181,us-va-181,Surry County                                      ,"6,575",1,67,"$1,304,275.00","$495,181.00","$17,524.00","$1,816,980.00",$276.00,"$24,568.00","$144,409.00","$11,288.00","$467,307.00","$647,572.00",$98.00,"$23,348.00",$4.00,"$206,616.00","$82,845.00"," $	289,461 ",$48.00,"$2,777,361.00",$422.00,"$1,491,928.00","$945,332.00","$340,101.00",50.4,61105,14.78,Crater,Central,Hampton Roads Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,HIGHER,3rd Quartile,higher than 50% of Virginia’s localities
51183,183,us-va-183,Sussex County                                     ,"10,794",6,401,"$6,389,183.00","$2,425,719.00","$28,614.00","$8,843,516.00",$819.00,"$135,123.00","$794,248.00","$62,086.00","$2,692,621.00","$3,684,079.00",$341.00,"$46,697.00",$4.00,"$269,866.00","$497,067.00"," $	766,933 ",$75.00,"$13,341,224.00","$1,236.00","$7,400,488.00","$4,323,736.00","$1,617,000.00",40.6,56968,10.52,Crater,Central,Southside Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,2nd Quartile,lower than 50% of Virginia’s localities
51185,185,us-va-185,Tazewell County                                   ,"39,222",24,"1,605","$28,679,740.00","$10,888,557.00","$1,519,917.00","$41,088,214.00","$1,048.00","$221,111.00","$1,299,678.00","$101,596.00","$7,878,763.00","$9,501,147.00",$242.00,"$2,210,307.00",$56.00,"$2,972,744.00","$1,988,269.00"," $	4,961,013 ",$183.00,"$57,760,681.00","$1,473.00","$32,408,075.00","$17,475,392.00","$7,877,213.00",45.1,42937,17.6,Cumberland Plateau,Southwest,Southwest Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51187,187,us-va-187,Warren County                                     ,"41,982",9,602,"$11,810,888.00","$4,484,124.00","$1,140,195.00","$17,435,208.00",$415.00,"$138,194.00","$812,299.00","$63,497.00","$3,455,027.00","$4,469,017.00",$106.00,"$1,509,857.00",$36.00,"$2,863,111.00","$745,601.00"," $	3,608,712 ",$122.00,"$27,022,794.00",$644.00,"$13,896,435.00","$9,010,108.00","$4,116,252.00",41.3,72840,10.9,Lord Fairfax,Northwest,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,3rd Quartile,HIGHER,2nd Quartile,higher than 50% of Virginia’s localities
51191,191,us-va-191,Washington County                                 ,"54,028",9,602,"$10,302,932.00","$3,911,614.00","$1,174,063.00","$15,388,608.00",$285.00,"$140,816.00","$827,711.00","$64,702.00","$3,478,766.00","$4,511,995.00",$84.00,"$1,782,254.00",$33.00,"$3,588,376.00","$745,601.00"," $	4,333,977 ",$113.00,"$26,016,835.00",$482.00,"$12,438,828.00","$9,202,311.00","$4,375,697.00",46.6,54737,12.71,Mount Rogers,Southwest,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51193,193,us-va-193,Westmoreland County                               ,"18,918",6,401,"$7,659,732.00","$2,908,096.00","$165,805.00","$10,733,632.00",$567.00,"$30,710.00","$180,511.00","$14,111.00","$1,747,250.00","$1,972,582.00",$104.00,"$225,700.00",$12.00,"$881,282.00","$497,067.00"," $	1,378,349 ",$85.00,"$14,310,263.00",$756.00,"$8,315,464.00","$4,293,841.00","$1,700,957.00",47.9,53113,16.34,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51195,195,us-va-195,Wise County                                       ,"35,191",15,"1,003","$14,336,448.00","$5,442,979.00","$406,641.00","$20,186,069.00",$574.00,"$304,449.00","$1,789,535.00","$139,888.00","$6,429,515.00","$8,663,387.00",$246.00,"$739,363.00",$21.00,"$2,913,711.00","$1,242,668.00"," $	4,156,379 ",$139.00,"$33,745,197.00",$959.00,"$16,991,908.00","$11,952,714.00","$4,800,575.00",41.5,44884,19.73,Lenowisco,Southwest,Southwest Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51197,197,us-va-197,Wythe County                                      ,"28,171",5,334,"$6,009,473.00","$2,281,558.00","$398,323.00","$8,689,355.00",$308.00,"$239,537.00","$1,407,984.00","$110,062.00","$3,393,126.00","$5,150,709.00",$183.00,"$575,925.00",$20.00,"$1,728,830.00","$414,223.00"," $	2,143,052 ",$97.00,"$16,559,041.00",$588.00,"$7,709,270.00","$6,344,847.00","$2,504,924.00",45.8,52726,15.24,Mount Rogers,Southwest,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51199,199,us-va-199,York County                                       ,"71,046",1,67,"$1,406,162.00","$533,864.00","$421,937.00","$2,361,962.00",$33.00,"$162,762.00","$956,707.00","$74,786.00","$1,718,533.00","$2,912,789.00",$41.00,"$521,446.00",$7.00,"$3,073,944.00","$82,845.00"," $	3,156,788 ",$52.00,"$8,952,985.00",$126.00,"$2,525,633.00","$4,685,420.00","$1,741,932.00",39.7,96144,4.85,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51510,510,us-va-510,Alexandria City                                   ,"156,271",22,"1,471","$22,578,554.00","$8,572,179.00","$900,880.00","$32,051,612.00",$205.00,"$343,950.00","$2,021,721.00","$158,038.00","$8,501,230.00","$11,024,940.00",$71.00,"$1,525,423.00",$10.00,"$6,375,587.00","$1,822,579.00"," $	8,198,167 ",$62.00,"$52,800,142.00",$338.00,"$26,261,017.00","$18,861,285.00","$7,677,841.00",37.1,105450,9.58,Alexandria,Northern,Northern Region,Large central metro,NCHS-defined “central” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,2nd Quartile,higher than 75% of Virginia’s localities
51520,520,us-va-520,Bristol City                                      ,"16,668",3,201,"$3,627,048.00","$1,377,046.00","$1,034,196.00","$6,038,290.00",$362.00,"$43,443.00","$255,354.00","$19,961.00","$1,127,936.00","$1,446,694.00",$87.00,"$1,486,509.00",$89.00,"$2,947,444.00","$248,534.00"," $	3,195,978 ",$281.00,"$12,167,470.00",$730.00,"$4,827,907.00","$4,776,792.00","$2,562,771.00",43.4,43879,17.72,Mount Rogers,Southwest,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51530,530,us-va-530,Buena Vista City                                  ,"6,574", 	-   ,44, $	-   ,"$286,460.00","$249,588.00","$536,048.00",$82.00,"$25,426.00","$149,456.00","$11,683.00","$289,784.00","$476,349.00",$72.00,"$381,356.00",$58.00, $	-   ,"$54,959.00"," $	54,959 ",$66.00,"$1,448,713.00",$220.00,"$531,260.00","$464,184.00","$453,268.00",35.9,42156,21.43,Central Shenandoah,Northwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51540,540,us-va-540,Charlottesville City                              ,"45,047",11,736,"$9,979,299.00","$3,788,743.00","$65,008.00","$13,833,049.00",$307.00,"$180,549.00","$1,061,259.00","$82,959.00","$4,328,247.00","$5,653,015.00",$125.00,"$124,524.00",$3.00,"$2,285,429.00","$911,290.00"," $	3,196,719 ",$74.00,"$22,807,307.00",$506.00,"$11,553,941.00","$8,198,678.00","$3,054,688.00",32.5,63470,23.09,Blue Ridge,Northwest,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,3rd Quartile,HIGHER,4th Quartile,higher than 50% of Virginia’s localities
51550,550,us-va-550,Chesapeake City                                   ,"253,967",59,"3,879","$76,702,873.00","$29,121,031.00","$3,056,123.00","$108,880,027.00",$429.00,"$1,041,063.00","$6,119,317.00","$478,348.00","$23,628,173.00","$31,266,901.00",$123.00,"$4,015,909.00",$16.00,"$8,964,615.00","$4,804,982.00"," $	13,769,598 ",$70.00,"$157,932,435.00",$622.00,"$87,455,506.00","$50,175,613.00","$20,301,315.00",37.1,85563,7.95,Chesapeake,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,2nd Quartile,higher than 75% of Virginia’s localities
51570,570,us-va-570,Colonial Heights City                             ,"18,446",4,268,"$4,901,913.00","$1,861,061.00","$455,534.00","$7,218,508.00",$391.00,"$61,546.00","$361,764.00","$28,279.00","$1,536,710.00","$1,988,299.00",$108.00,"$645,970.00",$35.00,"$71,683.00","$331,378.00"," $	403,061 ",$57.00,"$10,255,838.00",$556.00,"$5,788,134.00","$2,938,818.00","$1,528,886.00",39.0,65570,8.99,Chesterfield,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,3rd Quartile,LOWER,2nd Quartile,higher than 50% of Virginia’s localities
51580,580,us-va-580,Covington City                                    ,"5,611", 	-   ,43, $	-   ,"$205,353.00","$147,160.00","$352,512.00",$63.00,"$24,605.00","$144,628.00","$11,306.00","$280,424.00","$460,963.00",$82.00,"$303,528.00",$54.00,"$286,733.00","$53,184.00"," $	339,917 ",$115.00,"$1,456,920.00",$260.00,"$392,126.00","$626,192.00","$438,602.00",42.2,41242,15.83,Alleghany,Southwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,3rd Quartile,lower than 75% of Virginia’s localities
51590,590,us-va-590,Danville City                                     ,"42,108",26,"1,672","$24,151,495.00","$9,169,362.00","$428,328.00","$33,749,186.00",$801.00,"$251,787.00","$1,479,991.00","$115,691.00","$8,401,375.00","$10,248,844.00",$243.00,"$770,494.00",$18.00,"$2,715,528.00","$2,071,113.00"," $	4,786,641 ",$132.00,"$49,555,165.00","$1,177.00","$27,241,095.00","$15,822,157.00","$6,491,913.00",40.9,38904,23.1,Pittsylvania/Danville,Southwest,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51595,595,us-va-595,Emporia City                                      ,"5,479", 	-   ,44, $	-   ,"$282,998.00","$96,241.00","$379,240.00",$69.00,"$25,260.00","$148,475.00","$11,606.00","$287,881.00","$473,222.00",$86.00,"$147,873.00",$27.00,"$21,083.00","$54,599.00"," $	75,682 ",$41.00,"$1,076,016.00",$196.00,"$408,077.00","$401,814.00","$266,125.00",39.2,36111,21.48,Crater,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51600,600,us-va-600,Fairfax City                                      ,"25,426",5,334,"$6,754,434.00","$2,564,390.00","$66,550.00","$9,385,374.00",$369.00,"$47,959.00","$281,898.00","$22,036.00","$1,658,556.00","$2,010,448.00",$79.00,"$85,610.00",$3.00,"$8,433.00","$414,223.00"," $	422,656 ",$20.00,"$11,904,089.00",$468.00,"$7,341,525.00","$3,291,546.00","$1,271,018.00",37.7,118492,10.07,Fairfax,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,HIGHER,2nd Quartile,higher than 75% of Virginia’s localities
51610,610,us-va-610,Falls Church City                                 ,"14,805",1,67,"$1,109,811.00","$421,351.00","$29,822.00","$1,560,984.00",$105.00,"$27,925.00","$164,143.00","$12,831.00","$497,705.00","$702,604.00",$47.00,"$46,697.00",$3.00, $	-   ,"$82,845.00"," $	82,845 ",$9.00,"$2,393,129.00",$162.00,"$1,321,713.00","$761,312.00","$310,105.00",39.3,155071,2.48,Fairfax,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51620,620,us-va-620,Franklin City                                     ,"8,316",3,201,"$4,075,134.00","$1,547,166.00","$139,922.00","$5,762,223.00",$693.00,"$45,611.00","$268,099.00","$20,957.00","$1,147,568.00","$1,482,235.00",$178.00,"$179,004.00",$22.00,"$758,998.00","$248,534.00"," $	1,007,532 ",$143.00,"$8,430,994.00","$1,014.00","$4,581,380.00","$2,775,472.00","$1,074,141.00",39.0,49424,19.79,Western Tidewater,Eastern,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51630,630,us-va-630,Fredericksburg City                               ,"29,226",9,602,"$10,354,816.00","$3,931,312.00","$669,855.00","$14,955,982.00",$512.00,"$116,697.00","$685,941.00","$53,620.00","$3,260,391.00","$4,116,650.00",$141.00,"$1,011,760.00",$35.00,"$1,918,580.00","$745,601.00"," $	2,664,180 ",$126.00,"$22,748,573.00",$778.00,"$11,984,575.00","$7,430,269.00","$3,333,729.00",30.7,72293,14.29,Rappahannock,Northwest,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,3rd Quartile,HIGHER,3rd Quartile,higher than 50% of Virginia’s localities
51640,640,us-va-640,Galax City                                        ,"6,799",2,134,"$1,664,717.00","$632,027.00","$357,865.00","$2,654,608.00",$390.00,"$78,652.00","$462,310.00","$36,139.00","$1,201,853.00","$1,778,953.00",$262.00,"$747,146.00",$110.00,"$868,632.00","$165,689.00"," $	1,034,321 ",$262.00,"$6,215,028.00",$914.00,"$2,433,417.00","$2,431,871.00","$1,349,740.00",42.1,39808,21.95,Mount Rogers,Southwest,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51650,650,us-va-650,Hampton City                                      ,"137,157",54,"3,545","$59,661,445.00","$22,651,078.00","$1,220,031.00","$83,532,554.00",$609.00,"$651,048.00","$3,826,830.00","$299,144.00","$18,872,601.00","$23,649,622.00",$172.00,"$1,883,430.00",$14.00,"$5,869,588.00","$4,390,760.00"," $	10,260,348 ",$89.00,"$119,325,955.00",$870.00,"$66,956,537.00","$37,405,323.00","$14,964,094.00",36.3,59380,14.36,Hampton,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51660,660,us-va-660,Harrisonburg City                                 ,"51,378",4,268,"$4,629,392.00","$1,757,596.00","$1,300,994.00","$7,687,982.00",$150.00,"$98,322.00","$577,929.00","$45,177.00","$1,869,681.00","$2,591,109.00",$50.00,"$1,953,475.00",$38.00,"$3,394,410.00","$331,378.00"," $	3,725,788 ",$111.00,"$15,958,354.00",$311.00,"$6,350,445.00","$6,234,131.00","$3,373,778.00",25.5,51055,25.81,Central Shenandoah,Northwest,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,4th Quartile,lower than 50% of Virginia’s localities
51670,670,us-va-670,Hopewell City                                     ,"22,883",24,"1,605","$27,972,421.00","$10,620,016.00","$506,323.00","$39,098,760.00","$1,709.00","$264,784.00","$1,556,388.00","$121,663.00","$8,274,187.00","$10,217,022.00",$446.00,"$754,929.00",$33.00,"$1,577,030.00","$1,988,269.00"," $	3,565,299 ",$189.00,"$53,636,010.00","$2,344.00","$31,101,505.00","$16,074,535.00","$6,459,970.00",35.8,44209,23.99,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51678,678,us-va-678,Lexington City                                    ,"7,556", 	-   ,51,,"$360,111.00","$77,995.00","$438,106.00",$58.00,"$29,225.00","$171,781.00","$13,428.00","$333,071.00","$547,504.00",$72.00,"$108,959.00",$14.00, $	-   ,"$63,169.00"," $	63,169 ",$23.00,"$1,157,738.00",$153.00,"$469,219.00","$434,237.00","$254,282.00",22.4,66114,22.8,Central Shenandoah,Northwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,HIGHER,4th Quartile,higher than 50% of Virginia’s localities
51680,680,us-va-680,Lynchburg City                                    ,"79,775",20,"1,338","$19,223,779.00","$7,298,504.00","$1,355,991.00","$27,878,275.00",$349.00,"$460,647.00","$2,707,662.00","$211,658.00","$9,068,088.00","$12,448,056.00",$156.00,"$2,451,573.00",$31.00,"$4,305,208.00","$1,656,890.00"," $	5,962,099 ",$105.00,"$48,740,002.00",$611.00,"$23,652,578.00","$17,251,189.00","$7,836,234.00",28.6,54015,17.6,Central Virginia,Southwest,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,4th Quartile,lower than 50% of Virginia’s localities
51683,683,us-va-683,Manassas City                                     ,"43,087",12,803,"$17,942,687.00","$6,812,125.00","$1,727,681.00","$26,482,493.00",$615.00,"$85,714.00","$503,822.00","$39,384.00","$3,714,464.00","$4,343,383.00",$101.00,"$2,007,955.00",$47.00,"$2,449,878.00","$994,134.00"," $	3,444,013 ",$127.00,"$36,277,843.00",$842.00,"$20,430,684.00","$10,743,944.00","$5,103,215.00",35.0,101934,5.62,Prince William,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51685,685,us-va-685,Manassas Park City                                ,"16,448",3,201,"$5,373,336.00","$2,040,042.00","$88,237.00","$7,501,615.00",$456.00,"$32,720.00","$192,329.00","$15,034.00","$1,030,854.00","$1,270,937.00",$77.00,"$85,610.00",$5.00,"$1,121,631.00","$248,534.00"," $	1,370,165 ",$89.00,"$10,228,328.00",$622.00,"$5,781,189.00","$3,309,583.00","$1,137,555.00",35.5,90544,4.4,Prince William,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51690,690,us-va-690,Martinsville City                                 ,"13,753",6,401,"$5,843,711.00","$2,218,625.00","$449,275.00","$8,511,610.00",$619.00,"$115,934.00","$681,453.00","$53,269.00","$2,518,878.00","$3,369,535.00",$245.00,"$801,625.00",$58.00,"$118,066.00","$497,067.00"," $	615,134 ",$103.00,"$13,297,904.00",$967.00,"$7,103,493.00","$4,091,632.00","$2,102,779.00",40.6,36832,25.37,West Piedmont,Southwest,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51700,700,us-va-700,Newport News City                                 ,"183,249",58,"3,812","$69,678,293.00","$26,454,077.00","$2,162,506.00","$98,294,875.00",$536.00,"$1,077,915.00","$6,335,930.00","$495,280.00","$23,716,966.00","$31,626,092.00",$173.00,"$3,074,194.00",$17.00,"$8,614,633.00","$4,722,138.00"," $	13,336,771 ",$90.00,"$146,331,931.00",$799.00,"$79,851,920.00","$47,578,057.00","$18,901,955.00",33.9,57463,15.77,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51710,710,us-va-710,Norfolk City                                      ,"231,378",123,"8,093","$137,685,364.00","$52,273,657.00","$1,075,282.00","$191,034,303.00",$826.00,"$1,928,577.00","$11,336,080.00","$886,143.00","$47,090,428.00","$61,241,228.00",$265.00,"$1,642,164.00",$7.00,"$11,427,144.00","$10,024,187.00"," $	21,451,331 ",$100.00,"$275,369,026.00","$1,190.00","$154,950,674.00","$87,504,579.00","$32,913,772.00",30.9,56244,17.4,Norfolk City,Eastern,Hampton Roads Region,Large central metro,NCHS-defined “central” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,4th Quartile,lower than 50% of Virginia’s localities
51720,720,us-va-720,Norton City                                       ,"3,501",2,134,"$3,317,349.00","$1,259,465.00","$259,996.00","$4,836,810.00","$1,382.00","$30,288.00","$178,033.00","$13,917.00","$763,967.00","$986,205.00",$282.00,"$272,397.00",$78.00,"$451,182.00","$165,689.00"," $	616,871 ",$254.00,"$6,712,284.00","$1,917.00","$3,779,996.00","$2,053,903.00","$878,385.00",41.2,35592,28.28,Lenowisco,Southwest,Southwest Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51730,730,us-va-730,Petersburg City                                   ,"33,328",35,"2,274","$34,553,478.00","$13,118,581.00","$273,087.00","$47,945,147.00","$1,439.00","$385,646.00","$2,266,805.00","$177,196.00","$11,817,147.00","$14,646,794.00",$439.00,"$466,966.00",$14.00,"$1,901,713.00","$2,816,714.00"," $	4,718,427 ",$156.00,"$67,777,333.00","$2,034.00","$38,693,187.00","$20,852,695.00","$8,231,452.00",37.2,44890,21.33,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51735,735,us-va-735,Poquoson City                                     ,"12,613",3,201,"$4,917,018.00","$1,866,796.00","$58,723.00","$6,842,538.00",$542.00,"$27,639.00","$162,460.00","$12,699.00","$984,845.00","$1,187,643.00",$94.00,"$62,262.00",$5.00,"$105,416.00","$248,534.00"," $	353,950 ",$33.00,"$8,446,393.00",$670.00,"$5,277,592.00","$2,313,129.00","$855,672.00",43.0,112026,4.42,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51740,740,us-va-740,Portsmouth City                                   ,"96,782",79,"5,150","$78,649,883.00","$29,860,233.00","$599,261.00","$109,109,377.00","$1,127.00","$1,799,596.00","$10,577,934.00","$826,878.00","$35,148,482.00","$48,352,891.00",$500.00,"$1,019,543.00",$11.00,"$4,882,890.00","$6,379,028.00"," $	11,261,918 ",$127.00,"$169,743,729.00","$1,754.00","$92,110,240.00","$56,316,373.00","$21,317,116.00",35.5,54020,17.17,Portsmouth,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,4th Quartile,lower than 50% of Virginia’s localities
51750,750,us-va-750,Radford City                                      ,"16,994",2,134,"$1,951,541.00","$740,923.00","$126,731.00","$2,819,195.00",$166.00,"$36,851.00","$216,609.00","$16,932.00","$823,387.00","$1,093,779.00",$64.00,"$225,700.00",$13.00,"$1,066,815.00","$165,689.00"," $	1,232,504 ",$86.00,"$5,371,178.00",$316.00,"$2,348,360.00","$2,144,439.00","$878,378.00",23.6,44360,35.39,New River,Southwest,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51760,760,us-va-760,Richmond City                                     ,"230,383",275,"18,058","$268,177,548.00","$101,816,350.00","$1,085,390.00","$371,079,288.00","$1,611.00","$3,322,803.00","$19,531,271.00","$1,526,762.00","$96,199,049.00","$120,579,885.00",$523.00,"$1,898,996.00",$8.00,"$10,157,930.00","$22,368,021.00"," $	32,525,951 ",$149.00,"$526,084,120.00","$2,284.00","$301,342,977.00","$161,636,476.00","$63,104,666.00",34.4,54795,19.78,Richmond City,Central,Central Region,Large central metro,NCHS-defined “central” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,4th Quartile,lower than 50% of Virginia’s localities
51770,770,us-va-770,Roanoke City                                      ,"97,503",81,"5,284","$82,560,703.00","$31,345,016.00","$1,493,050.00","$115,398,769.00","$1,184.00","$785,132.00","$4,614,966.00","$360,752.00","$26,453,143.00","$32,213,994.00",$330.00,"$2,482,704.00",$25.00,"$12,637,325.00","$6,544,717.00"," $	19,182,042 ",$222.00,"$169,277,509.00","$1,736.00","$92,385,287.00","$55,036,248.00","$21,855,974.00",38.0,48476,18.4,Roanoke City,Southwest,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
